"site","Lon","Lat","consensus","confidence"
359,-112.044015665417,45.4746926801667,"increase",20
360,-110.688015665417,45.0636926801667,"increase",20
361,-110.664515665417,45.0729843468333,"increase",20
362,-107.03334899875,38.8829010135,"increase",16
363,-115.374015665417,36.4986926801667,"unsure",10
364,-112.590015665417,36.4056093468333,"decrease",19
365,-112.671515665417,36.4422760135,"decrease",17
366,-119.317515665417,39.2004843468333,"decrease",15
367,-118.63334899875,40.6500260135,"increase",11
368,-117.508182332083,42.9225676801667,"increase",14
369,-116.12734899875,40.2192760135,"unsure",10
370,-116.139682332083,40.1917343468333,"unsure",10
371,-116.17434899875,40.1734843468333,"unsure",10
372,-116.17434899875,40.1641926801667,"unsure",10
373,-116.69684899875,39.7243176801667,"unsure",10
374,-116.68434899875,39.7243176801667,"unsure",10
375,-116.67334899875,39.7243176801667,"unsure",10
376,-116.69684899875,39.7151926801667,"unsure",10
377,-116.488015665417,37.9007760135,"increase",12
378,-118.992682332083,42.0901093468333,"increase",20
379,-115.559182332083,40.8927760135,"increase",15
380,-112.276182332083,40.1826093468333,"unsure",10
381,-112.067515665417,39.6679010135,"decrease",14
382,-114.886015665417,40.5843176801667,"increase",20
383,-112.659182332083,40.5843176801667,"increase",20
384,-111.91684899875,40.4255260135,"unsure",10
385,-112.252682332083,40.2665676801667,"decrease",13
386,-112.46284899875,40.2299010135,"increase",12
387,-112.46284899875,40.2010260135,"unsure",10
388,-112.044015665417,39.6679010135,"decrease",13
389,-108.48334899875,37.1630676801667,"increase",17
390,-113.633682332083,43.3334010135,"increase",20
391,-113.530015665417,43.3334010135,"increase",20
392,-114.886015665417,41.0149010135,"increase",20
393,-114.79334899875,40.5094843468333,"increase",20
394,-116.510182332083,38.9301926801667,"increase",15
395,-114.666182332083,39.8359843468333,"increase",19
396,-111.719182332083,44.2222760135,"increase",15
397,-111.789682332083,44.3153593468333,"increase",15
398,-110.247015665417,40.9400676801667,"increase",19
399,-107.694015665417,39.8557343468333,"increase",15
400,-110.652015665417,46.4933176801667,"increase",20
401,-111.847682332083,45.0912343468333,"increase",20
402,-111.871182332083,45.0164010135,"increase",20
403,-111.94034899875,45.4378593468333,"increase",20
404,-106.454182332083,38.6859426801667,"increase",15
405,-117.10184899875,36.5828176801667,"decrease",20
406,-116.301515665417,36.4056093468333,"decrease",15
407,-115.593682332083,35.8160676801667,"decrease",15
408,-113.91284899875,37.0042760135,"decrease",19
409,-115.501182332083,36.4514010135,"decrease",15
410,-115.29234899875,36.7980260135,"unsure",10
411,-119.19034899875,40.7339843468333,"decrease",14
412,-119.16684899875,41.3051093468333,"decrease",11
413,-114.085682332083,37.3678176801667,"decrease",20
414,-118.459182332083,43.2219010135,"increase",19
415,-118.19234899875,43.0431926801667,"increase",15
416,-118.19234899875,43.0340676801667,"increase",15
417,-114.132682332083,42.8752760135,"increase",15
418,-114.121515665417,42.8752760135,"increase",14
419,-114.143682332083,42.8659843468333,"increase",15
420,-114.132682332083,42.8659843468333,"increase",15
421,-119.491682332083,42.7163176801667,"increase",18
422,-119.433682332083,42.7163176801667,"increase",19
423,-118.889015665417,42.3421510135,"increase",20
424,-119.433682332083,42.2213593468333,"increase",20
425,-119.039682332083,42.1360676801667,"increase",20
426,-116.882015665417,41.5480260135,"increase",15
427,-114.655182332083,37.6580260135,"unsure",10
428,-117.822015665417,44.0726093468333,"increase",20
429,-117.798515665417,44.0633176801667,"increase",20
430,-119.71284899875,43.5394843468333,"increase",20
431,-117.775015665417,43.4830676801667,"increase",20
432,-117.76384899875,43.4830676801667,"increase",20
433,-114.109182332083,42.8752760135,"increase",13
434,-117.13634899875,42.3710260135,"increase",20
435,-117.13634899875,42.3605676801667,"increase",20
436,-115.327015665417,42.3239010135,"increase",19
437,-115.327015665417,42.3146093468333,"increase",19
438,-119.410182332083,42.3054843468333,"increase",20
439,-115.327015665417,42.3054843468333,"increase",19
440,-115.33934899875,42.2963593468333,"increase",20
441,-115.327015665417,42.2963593468333,"increase",19
442,-115.327015665417,42.2857343468333,"increase",20
443,-115.29234899875,42.2766093468333,"increase",19
444,-117.14884899875,42.2489010135,"increase",20
445,-117.15984899875,42.2213593468333,"increase",20
446,-119.201515665417,42.1742343468333,"increase",20
447,-119.016182332083,42.1360676801667,"increase",20
448,-116.488015665417,41.3601926801667,"increase",14
449,-114.214182332083,43.2401510135,"increase",15
450,-114.29434899875,43.2219010135,"increase",20
451,-118.889015665417,42.3330260135,"increase",20
452,-117.299515665417,42.1176510135,"increase",20
453,-117.26484899875,42.1176510135,"increase",20
454,-115.873015665417,41.0057760135,"increase",15
455,-111.95134899875,40.3979843468333,"decrease",14
456,-115.65184899875,40.0513593468333,"increase",20
457,-112.36884899875,36.1626926801667,"decrease",13
458,-112.40484899875,36.1520676801667,"decrease",13
459,-112.346682332083,36.1429426801667,"decrease",18
460,-112.38134899875,36.1338176801667,"decrease",13
461,-112.31084899875,36.0969843468333,"decrease",13
462,-112.299682332083,36.0878593468333,"decrease",14
463,-112.288682332083,36.0772343468333,"decrease",13
464,-112.252682332083,36.0496926801667,"decrease",13
465,-112.218182332083,36.0221510135,"decrease",14
466,-114.190682332083,43.2494426801667,"increase",20
467,-114.20184899875,43.2401510135,"increase",15
468,-115.965515665417,41.8747343468333,"increase",20
469,-111.94034899875,40.4346510135,"increase",11
470,-111.94034899875,40.4255260135,"increase",13
471,-112.02184899875,40.4162343468333,"increase",16
472,-111.95134899875,40.4162343468333,"decrease",11
473,-112.02184899875,40.4071093468333,"decrease",11
474,-112.009515665417,40.4071093468333,"increase",11
475,-111.99834899875,40.4071093468333,"increase",19
476,-111.96384899875,40.4071093468333,"unsure",10
477,-111.95134899875,40.4071093468333,"increase",13
478,-112.02184899875,40.3979843468333,"increase",12
479,-112.009515665417,40.3979843468333,"decrease",13
480,-111.99834899875,40.3979843468333,"decrease",13
481,-112.02184899875,40.3886926801667,"decrease",15
482,-112.252682332083,40.2758593468333,"decrease",11
483,-115.606182332083,41.9129010135,"increase",20
484,-115.524682332083,39.9212760135,"increase",20
485,-114.179682332083,42.2017760135,"increase",11
486,-114.143682332083,43.5014843468333,"increase",15
487,-114.80584899875,44.0253176801667,"increase",15
488,-111.243682332083,39.6770260135,"increase",15
489,-110.339682332083,39.6494843468333,"increase",15
490,-111.592015665417,44.7446093468333,"increase",19
491,-110.746015665417,45.5968176801667,"increase",15
492,-111.789682332083,44.8011926801667,"increase",20
493,-110.722515665417,45.2593176801667,"increase",20
494,-114.631682332083,35.0493176801667,"decrease",15
499,-113.84234899875,36.5355260135,"decrease",14
500,-113.87684899875,36.5735260135,"decrease",14
501,-113.900515665417,36.6667760135,"decrease",14
502,-115.74434899875,43.0524843468333,"decrease",12
503,-115.74434899875,43.0431926801667,"decrease",12
504,-115.327015665417,42.9316926801667,"unsure",10
505,-115.31584899875,42.9316926801667,"unsure",10
506,-115.176182332083,42.8935260135,"unsure",10
507,-115.165182332083,42.8935260135,"decrease",12
508,-115.188682332083,42.8844010135,"unsure",10
509,-115.176182332083,42.8752760135,"unsure",10
510,-115.107182332083,42.8752760135,"unsure",10
511,-115.188682332083,42.8659843468333,"increase",15
512,-115.29234899875,42.8568593468333,"increase",14
513,-115.28134899875,42.8568593468333,"increase",13
514,-115.26884899875,42.8477343468333,"increase",12
515,-113.81884899875,37.1433176801667,"decrease",15
516,-114.584682332083,42.8935260135,"increase",14
517,-119.02734899875,48.1305260135,"increase",13
518,-119.677015665417,47.6158176801667,"increase",18
519,-116.74234899875,43.2310260135,"increase",14
520,-119.491682332083,48.3734426801667,"increase",12
521,-119.747515665417,43.4830676801667,"increase",20
522,-119.68934899875,43.4830676801667,"increase",20
523,-119.747515665417,43.4739426801667,"increase",20
524,-116.998182332083,43.4739426801667,"increase",20
525,-116.951182332083,43.4555260135,"increase",20
526,-116.963515665417,43.4464010135,"increase",20
527,-120.66384899875,43.5303593468333,"increase",14
528,-114.28334899875,43.2219010135,"increase",20
529,-116.70784899875,43.1746093468333,"increase",15
530,-116.75484899875,42.4445260135,"increase",20
531,-112.346682332083,36.1520676801667,"decrease",13
532,-113.007515665417,35.7794010135,"decrease",15
533,-117.555182332083,44.1276926801667,"increase",15
534,-118.958182332083,43.7075676801667,"increase",20
535,-114.33034899875,43.2769843468333,"increase",15
536,-114.31784899875,43.2769843468333,"increase",16
537,-114.28334899875,43.2585676801667,"increase",20
538,-114.27234899875,43.2585676801667,"increase",20
539,-114.27234899875,43.2310260135,"increase",20
540,-111.95134899875,40.4437760135,"decrease",12
541,-114.31784899875,43.4082343468333,"increase",15
542,-114.33034899875,43.2861093468333,"increase",15
543,-111.986015665417,40.4437760135,"increase",19
544,-111.96384899875,40.4437760135,"increase",16
545,-112.044015665417,40.4346510135,"increase",13
546,-111.95134899875,40.4346510135,"decrease",12
547,-112.033015665417,40.4255260135,"increase",15
548,-111.96384899875,40.4255260135,"increase",15
549,-111.95134899875,40.4255260135,"increase",12
550,-112.091015665417,40.4162343468333,"increase",13
551,-112.080015665417,40.4162343468333,"increase",18
552,-112.067515665417,40.4162343468333,"increase",12
553,-112.033015665417,40.4162343468333,"increase",11
554,-111.99834899875,40.4162343468333,"increase",20
555,-111.96384899875,40.4162343468333,"increase",17
556,-112.102015665417,40.4071093468333,"increase",14
557,-112.080015665417,40.4071093468333,"increase",15
558,-112.044015665417,40.4071093468333,"increase",17
559,-111.986015665417,40.4071093468333,"increase",13
560,-111.97484899875,40.4071093468333,"increase",17
561,-112.033015665417,40.3979843468333,"increase",12
562,-115.31584899875,44.1474426801667,"increase",18
563,-112.044015665417,40.4437760135,"increase",14
564,-111.97484899875,40.4437760135,"increase",16
565,-112.067515665417,40.4346510135,"increase",12
566,-111.97484899875,40.4346510135,"increase",17
567,-112.080015665417,40.4255260135,"increase",17
568,-112.067515665417,40.4255260135,"increase",12
569,-112.056515665417,40.4255260135,"increase",12
570,-112.02184899875,40.4255260135,"increase",20
571,-112.102015665417,40.4162343468333,"increase",20
572,-113.042015665417,37.4517760135,"increase",20
573,-117.323015665417,38.9301926801667,"increase",17
574,-115.385015665417,41.7526093468333,"increase",17
575,-111.372182332083,41.3890676801667,"increase",15
576,-111.337682332083,39.8648593468333,"increase",15
577,-114.70084899875,43.8847760135,"increase",15
578,-111.174515665417,39.6021926801667,"increase",17
579,-114.481015665417,34.7499843468333,"decrease",15
582,-115.072682332083,35.4143593468333,"decrease",11
584,-119.65484899875,39.8648593468333,"decrease",13
585,-119.352182332083,46.7468593468333,"decrease",11
586,-115.141682332083,43.0249426801667,"increase",15
587,-115.130682332083,43.0156510135,"increase",14
588,-120.281015665417,46.4657760135,"decrease",13
589,-116.139682332083,43.3715676801667,"decrease",12
590,-116.092682332083,43.3609426801667,"decrease",12
591,-116.116182332083,43.3518176801667,"decrease",12
592,-115.15284899875,43.0249426801667,"increase",13
593,-115.130682332083,43.0249426801667,"unsure",10
594,-119.468182332083,38.6964010135,"decrease",16
595,-116.105182332083,43.3609426801667,"decrease",12
596,-116.081682332083,43.3609426801667,"decrease",12
597,-114.967515665417,43.0722343468333,"increase",15
598,-115.15284899875,43.0629426801667,"increase",12
599,-114.967515665417,43.0629426801667,"increase",15
600,-114.944015665417,43.0629426801667,"increase",15
601,-115.28134899875,43.0431926801667,"unsure",10
602,-120.199515665417,44.5964426801667,"increase",13
603,-114.956515665417,43.0722343468333,"increase",15
604,-113.72634899875,36.4514010135,"decrease",17
605,-113.84234899875,36.7691510135,"increase",20
606,-119.782015665417,44.2589426801667,"increase",13
607,-116.73134899875,43.1470676801667,"increase",20
608,-116.76584899875,43.1180260135,"increase",20
609,-116.74234899875,43.1180260135,"increase",15
610,-115.25784899875,43.3334010135,"increase",15
611,-116.800515665417,43.1746093468333,"increase",15
612,-116.71884899875,43.1180260135,"increase",15
613,-112.033015665417,40.4544010135,"increase",20
614,-112.009515665417,40.4437760135,"increase",15
615,-112.080015665417,40.4346510135,"increase",17
616,-111.986015665417,40.4346510135,"increase",16
617,-116.75484899875,43.0629426801667,"increase",14
618,-112.02184899875,40.4437760135,"increase",19
619,-112.02184899875,40.4346510135,"increase",19
620,-111.986015665417,40.4255260135,"increase",17
621,-115.397515665417,43.9229426801667,"increase",20
622,-112.056515665417,40.4544010135,"increase",20
623,-112.114515665417,40.4437760135,"increase",20
624,-112.091015665417,40.4437760135,"increase",15
625,-112.009515665417,40.4346510135,"increase",19
626,-112.009515665417,40.4255260135,"increase",20
627,-115.582682332083,44.4650260135,"increase",15
628,-114.526682332083,47.9717343468333,"increase",20
629,-115.524682332083,41.7816510135,"increase",20
630,-111.082015665417,40.0893593468333,"increase",17
631,-115.327015665417,45.1569426801667,"increase",15
635,-119.272015665417,46.2412760135,"increase",14
636,-119.306515665417,46.2321510135,"decrease",14
637,-118.319515665417,46.5971926801667,"decrease",14
638,-119.58434899875,38.9011510135,"decrease",11
639,-115.68634899875,43.2494426801667,"unsure",10
640,-116.372015665417,43.8572343468333,"unsure",10
641,-118.934682332083,38.2842343468333,"increase",15
642,-119.375682332083,44.6712760135,"increase",15
643,-119.921682332083,41.2762343468333,"increase",13
644,-115.443015665417,43.7639843468333,"increase",20
645,-115.67534899875,44.1092760135,"increase",15
646,-115.918515665417,45.4471510135,"increase",15
647,-115.69884899875,44.1749843468333,"increase",15
648,-115.68634899875,43.9780260135,"increase",15
649,-115.640682332083,44.9324426801667,"increase",19
650,-110.96584899875,40.8376926801667,"increase",17
651,-111.742682332083,39.8266926801667,"increase",15
652,-119.782015665417,39.1074010135,"decrease",14
653,-118.435682332083,46.2505676801667,"decrease",11
654,-119.909182332083,45.2593176801667,"increase",18
655,-119.943682332083,39.7716093468333,"increase",16
656,-119.330015665417,38.6018176801667,"increase",15
657,-120.872682332083,41.8380676801667,"increase",15
658,-115.73334899875,43.4173593468333,"increase",15
659,-115.582682332083,43.4921926801667,"increase",20
660,-116.441015665417,44.8484843468333,"increase",20
661,-116.139682332083,44.2314010135,"increase",15
662,-116.047182332083,43.9411926801667,"increase",20
663,-116.557182332083,45.0072760135,"increase",19
664,-116.163182332083,44.6606510135,"increase",14
665,-116.163182332083,45.5861926801667,"increase",17
666,-111.198015665417,40.4071093468333,"increase",20
667,-111.755182332083,39.8359843468333,"increase",20
669,-119.816515665417,38.8829010135,"decrease",18
670,-119.677015665417,38.8356093468333,"increase",11
671,-119.60784899875,38.7805260135,"increase",14
672,-119.68934899875,39.2846093468333,"increase",19
673,-119.468182332083,38.8460676801667,"unsure",10
674,-115.884015665417,43.7442343468333,"increase",20
675,-115.976682332083,43.9136510135,"increase",15
676,-117.555182332083,45.9236926801667,"increase",20
677,-118.760515665417,38.4521510135,"increase",15
678,-118.355515665417,44.8942760135,"increase",15
679,-120.303182332083,48.6437343468333,"unsure",10
680,-111.813182332083,40.9584843468333,"increase",20
681,-117.368515665417,45.0821093468333,"increase",20
682,-119.700515665417,38.8080676801667,"decrease",17
683,-119.851182332083,39.3685676801667,"increase",15
684,-119.178015665417,38.0504426801667,"unsure",10
685,-119.56084899875,38.8171926801667,"increase",15
686,-119.491682332083,38.9011510135,"unsure",10
687,-120.373682332083,48.3550260135,"increase",20
688,-117.70584899875,45.9144010135,"increase",15
689,-116.869515665417,48.5231093468333,"increase",20
690,-118.227015665417,45.0729843468333,"increase",19
691,-111.557515665417,40.5567760135,"increase",20
692,-111.510515665417,40.6025676801667,"increase",17
693,-111.534015665417,40.6131926801667,"increase",19
694,-119.851182332083,38.9577343468333,"increase",11
695,-119.12134899875,37.8916510135,"increase",15
696,-119.13234899875,37.9100676801667,"increase",15
697,-119.19034899875,38.0504426801667,"increase",15
698,-119.491682332083,38.7896510135,"increase",14
699,-116.70784899875,46.9896093468333,"increase",15
700,-120.315515665417,47.6158176801667,"increase",19
701,-117.76384899875,46.0916093468333,"increase",20
702,-117.74034899875,46.1191510135,"increase",19
703,-120.397182332083,48.3916926801667,"increase",15
704,-111.52284899875,40.6131926801667,"increase",19
705,-119.21384899875,37.9480676801667,"increase",15
706,-119.16684899875,37.9940260135,"increase",15
707,-119.21384899875,38.0794843468333,"increase",15
708,-119.480682332083,38.8644843468333,"increase",15
709,-120.326682332083,47.5975676801667,"increase",14
710,-119.898182332083,39.3685676801667,"increase",15
711,-119.225015665417,37.9573593468333,"increase",15
712,-119.248515665417,37.9389426801667,"increase",15
713,-119.236015665417,37.6487343468333,"unsure",10
714,-119.885682332083,39.0889843468333,"increase",15
715,-119.863515665417,39.1638176801667,"increase",15
716,-119.921682332083,39.3974426801667,"increase",14
717,-119.272015665417,38.0504426801667,"increase",15
718,-120.397182332083,47.6158176801667,"increase",16
719,-119.444682332083,37.8443593468333,"increase",11
720,-120.907182332083,46.6720260135,"unsure",10
721,-119.898182332083,39.1913593468333,"unsure",10
722,-119.885682332083,39.1546926801667,"unsure",10
723,-119.932682332083,39.3226093468333,"increase",12
724,-119.898182332083,39.0601093468333,"unsure",10
725,-119.52634899875,37.8825260135,"increase",14
726,-119.61884899875,37.6762760135,"unsure",10
